SQLDATE,EventCode,QuadClass,GoldsteinScale,AvgTone,NumArticles,ActionGeo_CountryCode,NumMentions,Contains14sub,Contains14
20180801,180,4,-9.0,-4.76190476190476,10,HK,10,1,0
20180805,181,4,-9.0,-7.93650793650796,10,HK,10,1,0
20180808,180,4,-9.0,0.775193798449609,5,HK,5,1,0
20180809,1822,4,-9.0,-8.60759493670885,1,HK,1,1,0
20180810,180,4,-9.0,-3.15656565656566,8,HK,8,1,0
20180814,180,4,-9.0,-4.81481481481482,10,HK,10,1,0
20180815,180,4,-9.0,-5.93220338983051,2,HK,2,1,0
20180816,1831,4,-10.0,-7.40740740740741,6,HK,6,1,0
20180818,1821,4,-9.0,-8.125,10,HK,10,1,0
20180820,1821,4,-9.0,-8.125,10,HK,10,1,0
20180826,180,4,-9.0,-1.98019801980198,5,HK,5,1,0
20180827,1822,4,-9.0,-3.66379310344828,1,HK,1,1,0
20180828,180,4,-9.0,-7.57575757575757,10,HK,10,1,0
20180829,182,4,-9.5,-4.79805648344974,18,HK,18,1,1
20180901,180,4,-9.0,-6.52173913043478,10,HK,10,1,0
20180902,180,4,-9.0,-6.91823899371069,4,HK,4,1,0
20180903,180,4,-9.0,-3.66197183098592,2,HK,2,1,0
20180904,186,4,-10.0,5.456570155902,1,HK,1,1,0
20180906,1821,4,-9.0,-5.52677711634455,50,HK,50,1,1
20180907,1821,4,-9.0,-5.80645161290323,10,HK,20,1,1
20180911,181,4,-9.0,-6.8870523415978,1,HK,1,1,0
20180912,180,4,-9.0,-4.18502202643172,10,HK,10,1,0
20180913,180,4,-9.0,-0.9400705052879,1,HK,1,1,0
20180915,1822,4,-9.0,-3.82081686429512,5,HK,5,1,0
20180916,182,4,-9.5,-6.99300699300699,10,HK,10,1,0
20180917,182,4,-9.5,-6.01503759398496,5,HK,5,1,0
20180918,180,4,-9.0,-6.32411067193676,2,HK,2,1,0
20180920,186,4,-10.0,-7.9136690647482,10,HK,10,1,0
20180921,186,4,-10.0,-8.18965517241379,10,HK,30,1,1
20180922,180,4,-9.0,-0.74074074074074,10,HK,10,1,0
20180923,180,4,-9.0,-9.80926430517711,2,HK,2,1,0
20180924,181,4,-9.0,0.0,4,HK,4,1,0
20180926,180,4,-9.0,-5.72916666666667,5,HK,5,1,0
20180927,186,4,-10.0,-4.05405405405406,6,HK,6,1,0
20180928,182,4,-9.5,-4.23600605143721,1,HK,1,1,0
20180929,180,4,-9.0,-6.52591170825336,10,HK,10,1,0
20180930,180,4,-9.0,-5.54951033732318,1,HK,1,1,0
20181001,180,4,-9.0,-4.76190476190476,1,HK,1,1,0
20181002,180,4,-9.0,-3.37078651685393,2,HK,2,1,0
20181003,180,4,-9.0,-1.07794361525705,1,HK,1,1,0
20181009,186,4,-10.0,-0.440044004400439,2,HK,2,1,0
20181010,186,4,-10.0,1.82370820668693,3,HK,3,1,0
20181011,181,4,-9.0,-4.1705282669138,2,HK,2,1,0
20181012,1821,4,-9.0,-4.64240903387704,10,HK,10,1,0
20181013,1821,4,-9.0,-4.64240903387704,10,HK,10,1,0
20181014,1822,4,-9.0,-4.32432432432433,10,HK,10,1,0
20181019,181,4,-9.0,-1.04046242774566,10,HK,10,1,0
20181020,181,4,-9.0,-1.04046242774566,10,HK,10,1,0
20181022,181,4,-9.0,-6.14754098360656,5,HK,5,1,0
20181023,1822,4,-9.0,-9.22131147540983,2,HK,2,1,0
20181024,180,4,-9.0,-5.60578661844485,5,HK,5,1,0
20181025,180,4,-9.0,-8.51063829787237,6,HK,6,1,0
20181026,1821,4,-9.0,-9.45945945945946,5,HK,5,1,0
20181030,182,4,-9.5,-4.26065162907268,2,HK,2,1,0
20181031,181,4,-9.0,-6.69077757685352,10,HK,10,1,0
20181101,181,4,-9.0,-6.49122807017544,8,HK,8,1,0
20181102,186,4,-10.0,-7.75401069518717,6,HK,6,1,0
20181105,1821,4,-9.0,-10.1190476190476,10,HK,10,1,0
20181106,1821,4,-9.0,-11.3300492610838,10,HK,10,1,0
20181107,181,4,-9.0,-4.97737556561086,10,HK,10,1,0
20181110,180,4,-9.0,-9.12052117263839,10,HK,20,1,1
20181111,180,4,-9.0,-5.21500457456542,5,HK,5,1,0
20181112,181,4,-9.0,-6.47321428571428,10,HK,10,1,0
20181113,181,4,-9.0,7.63358778625954,2,HK,2,1,0
20181114,180,4,-9.0,-11.0671936758893,10,HK,20,1,1
20181117,180,4,-9.0,-8.90052356020945,10,HK,20,1,1
20181120,180,4,-9.0,-8.54870775347917,10,HK,10,1,0
20181121,1823,4,-10.0,1.30718954248366,10,HK,10,1,0
20181122,183,4,-10.0,-4.85436893203884,10,HK,20,1,1
20181125,181,4,-9.0,-1.27388535031847,10,HK,10,1,0
20181126,181,4,-9.0,1.47058823529411,10,HK,10,1,0
20181128,182,4,-9.5,-3.49946977730647,2,HK,2,1,0
20181130,182,4,-9.5,-9.7902097902098,10,HK,10,1,0
20181204,181,4,-9.0,-6.61157024793389,10,HK,10,1,0
20181205,182,4,-9.5,-8.10810810810811,4,HK,4,1,0
20181206,182,4,-9.5,-8.94039735099338,5,HK,5,1,0
20181207,182,4,-9.5,-8.46394984326019,5,HK,5,1,0
20181208,186,4,-10.0,-4.74137931034482,4,HK,4,1,0
20181210,182,4,-9.5,-7.72946859903382,6,HK,6,1,0
20181211,180,4,-9.0,-3.125,4,HK,4,1,0
20181212,180,4,-9.0,-8.84353741496598,1,HK,1,1,0
20181213,182,4,-9.5,-8.23970037453184,2,HK,2,1,0
20181215,186,4,-10.0,-3.29670329670329,10,HK,10,1,0
20181219,180,4,-9.0,-12.3853211009174,10,HK,10,1,0
20181221,180,4,-9.0,-10.752688172043,4,HK,4,1,0
20181226,180,4,-9.0,-6.875,10,HK,10,1,0
20181228,180,4,-9.0,-5.61983471074381,10,HK,15,1,1
20181231,186,4,-10.0,-3.61904761904762,2,HK,2,1,0
20190101,183,4,-10.0,4.31893687707641,4,HK,4,1,0
20190102,186,4,-10.0,5.30503978779841,8,HK,8,1,0
20190104,1821,4,-9.0,-7.44680851063829,4,HK,4,1,0
20190108,182,4,-9.5,-6.94444444444445,10,HK,10,1,0
20190110,186,4,-10.0,-3.25379609544469,6,HK,6,1,0
20190116,182,4,-9.5,-6.5,10,HK,10,1,0
20190117,183,4,-10.0,-5.22088353413655,2,HK,2,1,0
20190118,180,4,-9.0,-3.2258064516129,5,HK,5,1,0
20190119,1821,4,-9.0,-7.2289156626506,1,HK,1,1,0
20190122,180,4,-9.0,-4.46735395189004,5,HK,5,1,0
20190123,1831,4,-10.0,-1.94174757281553,4,HK,4,1,0
20190128,180,4,-9.0,-2.77185501066098,10,HK,10,1,0
20190201,186,4,-10.0,4.18181818181818,5,HK,5,1,0
20190202,180,4,-9.0,-5.71428571428572,8,HK,8,1,0
20190203,183,4,-10.0,-3.33333333333333,10,HK,10,1,0
20190204,180,4,-9.0,-5.07518796992481,10,HK,10,1,0
20190206,1821,4,-9.0,-4.72706809229038,5,HK,5,1,0
20190207,180,4,-9.0,-4.17690417690418,4,HK,4,1,0
20190212,1821,4,-9.0,-9.00195694716247,5,HK,5,1,0
20190213,180,4,-9.0,-8.63039399624765,3,HK,3,1,0
20190214,181,4,-9.0,-2.12339362722645,6,HK,6,1,0
20190215,186,4,-10.0,4.4543429844098,2,HK,2,1,0
20190222,181,4,-9.0,-6.61157024793388,2,HK,2,1,0
20190301,182,4,-9.5,-4.02498265093685,1,HK,1,1,0
20190306,180,4,-9.0,0.81632653061224,10,HK,10,1,0
20190307,182,4,-9.5,1.00806451612903,6,HK,6,1,0
20190308,1822,4,-9.0,-2.3916292974589,1,HK,1,1,0
20190309,180,4,-9.0,-3.61271676300578,5,HK,5,1,0
20190311,1821,4,-9.0,-5.8823529411765,5,HK,10,1,0
20190312,1822,4,-9.0,-0.61443932411674,1,HK,1,1,0
20190313,1821,4,-9.0,-5.71428571428572,5,HK,5,1,0
20190314,180,4,-9.0,-7.83132530120482,10,HK,20,1,1
20190315,1822,4,-9.0,-0.99667774086379,4,HK,4,1,0
20190316,1822,4,-9.0,-14.8936170212766,10,HK,10,1,0
20190318,180,4,-9.0,-5.33642691415314,2,HK,2,1,0
20190319,180,4,-9.0,-2.98507462686567,10,HK,10,1,0
20190320,1821,4,-9.0,0.4149377593361,5,HK,5,1,0
20190321,180,4,-9.0,-3.44467640918581,6,HK,6,1,0
20190326,1822,4,-9.0,-3.18181818181818,2,HK,2,1,0
20190328,180,4,-9.0,-5.12163892445583,2,HK,2,1,0
20190329,182,4,-9.5,-3.27102803738317,5,HK,5,1,0
20190330,186,4,-10.0,-4.17582417582417,10,HK,10,1,0
20190331,186,4,-10.0,-4.50346420323325,10,HK,10,1,0
20190401,180,4,-9.0,-20.7547169811321,10,HK,10,1,0
20190402,186,4,-10.0,9.75609756097566,3,HK,3,1,0
20190403,186,4,-10.0,4.83271375464684,2,HK,2,1,0
20190407,180,4,-9.0,-10.266665978821,30,HK,30,1,1
20190408,180,4,-9.0,-10.3658142838693,20,HK,20,1,1
20190414,1821,4,-9.0,-8.0,10,HK,10,1,0
20190415,181,4,-9.0,1.6566265060241,10,HK,10,1,0
20190416,180,4,-9.0,-15.9090909090909,10,HK,10,1,0
20190417,1821,4,-9.0,-5.320813771518,2,HK,2,1,0
20190418,180,4,-9.0,-9.32944606413994,10,HK,10,1,0
20190420,181,4,-9.0,-3.13253012048193,3,HK,3,1,0
20190423,180,4,-9.0,-8.65384615384611,4,HK,4,1,0
20190424,185,4,-8.0,-0.53313023610054,1,HK,1,1,0
20190425,180,4,-9.0,-4.77326968973747,3,HK,3,1,0
20190426,180,4,-9.0,-6.75105485232068,8,HK,8,1,0
20190429,181,4,-9.0,-2.82608695652174,4,HK,4,1,0
20190430,180,4,-9.0,-7.14285714285714,5,HK,5,1,0
20190501,180,4,-9.0,-6.06060606060607,10,HK,10,1,0
20190502,180,4,-9.0,-8.125,10,HK,10,1,0
20190503,1821,4,-9.0,-9.9750623441397,6,HK,6,1,0
20190504,180,4,-9.0,-6.08365019011407,8,HK,8,1,0
20190507,1822,4,-9.0,-6.19946091644205,3,HK,3,1,0
20190511,182,4,-9.5,-11.4754098360656,10,HK,10,1,0
20190513,180,4,-9.0,-6.26865671641791,10,HK,10,1,0
20190514,1821,4,-9.0,-7.63636363636363,10,HK,10,1,0
20190515,181,4,-9.0,-6.10778443113772,2,HK,2,1,0
20190516,181,4,-9.0,-6.22710622710623,2,HK,2,1,0
20190517,186,4,-10.0,-12.3456790123457,10,HK,10,1,0
20190520,181,4,-9.0,4.93273542600897,10,HK,10,1,0
20190521,183,4,-10.0,-14.0142517814727,10,HK,10,1,0
20190524,180,4,-9.0,2.84414106939704,10,HK,10,1,0
20190527,180,4,-9.0,-6.06508875739645,5,HK,5,1,0
20190528,182,4,-9.5,-1.39240506329114,5,HK,5,1,0
20190529,182,4,-9.5,-1.39240506329114,5,HK,5,1,0
20190530,183,4,-10.0,-1.43112701252236,8,HK,8,1,0
20190602,180,4,-9.0,-8.35654596100274,5,HK,5,1,0
20190604,182,4,-9.5,-10.873786407767,7,HK,7,1,0
20190605,1822,4,-9.0,-11.6402116402116,2,HK,2,1,0
20190607,181,4,-9.0,-6.32582322357019,1,HK,1,1,0
20190609,181,4,-9.0,-8.57142857142854,2,HK,2,1,0
20190610,181,4,-9.0,-4.31893687707641,5,HK,5,1,0
20190611,1822,4,-9.0,-4.31547619047619,2,HK,2,1,0
20190612,181,4,-9.0,-2.57879656160458,8,HK,8,1,0
20190613,182,4,-9.5,-8.25688073394495,5,HK,5,1,0
20190614,182,4,-9.5,-6.31067961165049,8,HK,8,1,0
20190615,182,4,-9.5,-4.83619344773791,10,HK,10,1,0
20190616,1822,4,-9.0,-5.5205047318612,8,HK,8,1,0
20190617,182,4,-9.5,-12.0658135283364,5,HK,5,1,0
20190618,181,4,-9.0,-5.4093567251462,8,HK,8,1,0
20190620,181,4,-9.0,-6.57327586206896,10,HK,10,1,0
20190621,1821,4,-9.0,-3.41796875,5,HK,5,1,0
20190622,1822,4,-9.0,-10.0386100386101,2,HK,2,1,0
20190625,181,4,-9.0,-2.57352941176471,5,HK,5,1,0
20190626,1822,4,-9.0,-6.06694560669456,2,HK,2,1,0
20190629,181,4,-9.0,-6.73076923076923,6,HK,6,1,0
20190701,1821,4,-9.0,-9.25925925925926,6,HK,6,1,0
20190702,182,4,-9.5,-5.63380281690141,10,HK,10,1,0
20190703,1822,4,-9.0,-5.36635706914345,2,HK,2,1,0
20190704,180,4,-9.0,-7.4251497005988,10,HK,10,1,0
20190705,181,4,-9.0,-5.58510638297872,2,HK,2,1,0
20190706,181,4,-9.0,-4.78036175710594,5,HK,5,1,0
20190707,180,4,-9.0,-4.24107142857143,10,HK,10,1,0
20190708,1821,4,-9.0,-1.03734439834024,10,HK,20,1,1
20190709,180,4,-9.0,-1.66463662200569,4,HK,4,1,0
20190710,180,4,-9.0,-12.1311475409836,10,HK,10,1,0
20190711,180,4,-9.0,-1.72250770811922,15,HK,15,1,1
20190712,180,4,-9.0,-7.41839762611276,10,HK,10,1,0
20190713,180,4,-9.0,-7.69230769230769,10,HK,10,1,0
20190714,181,4,-9.0,-1.55902004454343,10,HK,10,1,0
20190715,182,4,-9.5,-11.3614267994234,4,HK,4,1,0
20190716,181,4,-9.0,-2.13284582571603,1,HK,1,1,0
20190717,181,4,-9.0,-3.62537764350453,4,HK,4,1,0
20190718,182,4,-9.5,-8.2437275985663,10,HK,10,1,0
20190719,180,4,-9.0,-9.84848484848488,10,HK,10,1,0
20190720,182,4,-9.5,-6.36704119850188,1,HK,1,1,0
20190721,1822,4,-9.0,-8.17610062893081,10,HK,10,1,0
20190722,182,4,-9.5,-11.404958677686,10,HK,10,1,0
20190723,180,4,-9.0,-5.9190031152648,10,HK,20,1,1
20190724,182,4,-9.5,-5.29500756429652,5,HK,5,1,0
20190725,180,4,-9.0,-8.09248554913295,1,HK,1,1,0
20190726,182,4,-9.5,-5.13833992094862,10,HK,10,1,0
20190727,1821,4,-9.0,-7.91693705386113,1,HK,1,1,0
20190728,182,4,-9.5,-8.72727272727272,10,HK,10,1,0
20190729,180,4,-9.0,-1.47058823529412,2,HK,2,1,0
20190730,181,4,-9.0,-12.6016260162602,10,HK,10,1,0
20190731,180,4,-9.0,-11.0749185667753,5,HK,5,1,0
20190801,180,4,-9.0,-2.77777777777778,2,HK,2,1,0
20190802,180,4,-9.0,-8.77697841726617,4,HK,4,1,0
20190803,180,4,-9.0,-7.78251599147125,2,HK,2,1,0
20190804,182,4,-9.5,-2.88624787775892,5,HK,5,1,0
20190805,182,4,-9.5,-10.6029106029106,10,HK,10,1,0
20190806,183,4,-10.0,-9.36106983655275,5,HK,5,1,0
20190807,180,4,-9.0,-1.29870129870129,10,HK,10,1,0
20190808,1822,4,-9.0,-3.01418439716312,1,HK,1,1,0
20190809,180,4,-9.0,-5.02092050209205,10,HK,10,1,0
20190810,180,4,-9.0,-7.31707317073171,10,HK,10,1,0
20190811,182,4,-9.5,-6.66666666666667,10,HK,10,1,0
20190812,183,4,-10.0,-9.99999999999998,4,HK,4,1,0
20190813,182,4,-9.5,-8.36820083682006,10,HK,10,1,0
20190814,181,4,-9.0,-10.8991825613079,5,HK,5,1,0
20190815,181,4,-9.0,-5.99270453361126,2,HK,2,1,0
20190816,181,4,-9.0,-5.09110396570204,10,HK,10,1,0
20190817,182,4,-9.5,-8.83534136546184,10,HK,10,1,0
20190818,1831,4,-10.0,-8.86075949367091,1,HK,1,1,0
20190819,181,4,-9.0,-4.49826989619377,5,HK,5,1,0
20190820,181,4,-9.0,-7.53768844221105,3,HK,3,1,0
20190821,1822,4,-9.0,-9.62406015037596,10,HK,10,1,0
20190822,181,4,-9.0,-3.37552742616034,10,HK,10,1,0
20190823,182,4,-9.5,-8.70406189555126,2,HK,2,1,0
20190824,182,4,-9.5,-7.10382513661202,10,HK,10,1,0
20190825,182,4,-9.5,-7.26495726495726,10,HK,10,1,0
20190826,183,4,-10.0,-9.5990279465371,4,HK,4,1,0
20190827,182,4,-9.5,-5.35624052551793,10,HK,10,1,0
20190828,183,4,-10.0,-7.56948551153164,10,HK,10,1,0
20190829,183,4,-10.0,-7.99052308418678,40,HK,40,1,1
20190830,1823,4,-10.0,-6.88259109311741,10,HK,10,1,0
20190831,183,4,-10.0,-12.8787878787879,10,HK,10,1,0
20190901,183,4,-10.0,-7.6923076923077,15,HK,15,1,1
20190902,1822,4,-9.0,-6.45161290322581,2,HK,2,1,0
20190903,182,4,-9.5,-9.5052083333333,5,HK,5,1,0
20190904,1822,4,-9.0,-4.29835651074589,5,HK,5,1,0
20190905,181,4,-9.0,-4.33526011560693,1,HK,1,1,0
20190906,1822,4,-9.0,-5.03048780487805,1,HK,1,1,0
20190907,182,4,-9.5,-4.86358244365362,5,HK,5,1,0
20190908,182,4,-9.5,-12.4137931034483,10,HK,10,1,0
20190909,182,4,-9.5,-9.03490759753595,10,HK,10,1,0
20190910,182,4,-9.5,-9.41883767535066,6,HK,6,1,0
20190911,180,4,-9.0,-3.47349177330895,10,HK,10,1,0
20190912,182,4,-9.5,-3.88802488335926,8,HK,8,1,0
20190913,181,4,-9.0,-7.27848101265823,5,HK,5,1,0
20190914,180,4,-9.0,-7.55494505494507,2,HK,2,1,0
20190915,183,4,-10.0,-6.13425925925926,10,HK,10,1,0
20190916,1822,4,-9.0,-7.42574257425743,5,HK,5,1,0
20190917,183,4,-10.0,-6.74157303370786,5,HK,5,1,0
20190918,1822,4,-9.0,-1.75438596491228,10,HK,10,1,0
20190919,1822,4,-9.0,-10.6557377049181,5,HK,5,1,0
20190920,1822,4,-9.0,-13.8755980861244,10,HK,10,1,0
20190921,1822,4,-9.0,-8.7443946188341,5,HK,5,1,0
20190922,183,4,-10.0,-7.49219562955255,10,HK,10,1,0
20190923,182,4,-9.5,-5.32319391634981,10,HK,10,1,0
20190924,183,4,-10.0,-14.6739130434783,10,HK,10,1,0
20190925,180,4,-9.0,-4.78723404255319,10,HK,10,1,0
20190926,181,4,-9.0,-0.7843137254902,10,HK,10,1,0
20190928,183,4,-10.0,-3.71819960861056,10,HK,10,1,0
20190929,182,4,-9.5,-8.33333333333333,10,HK,10,1,0
20190930,181,4,-9.0,-8.41121495327105,10,HK,10,1,0
20191001,183,4,-10.0,-5.70652173913044,2,HK,2,1,0
20191002,182,4,-9.5,-8.09628008752736,10,HK,10,1,0
20191003,182,4,-9.5,-10.0709219858156,3,HK,3,1,0
20191004,183,4,-10.0,-10.9452736318408,10,HK,10,1,0
20191005,183,4,-10.0,-6.88524590163934,10,HK,10,1,0
20191006,183,4,-10.0,-12.0418848167539,6,HK,6,1,0
20191007,1822,4,-9.0,-4.70053070507961,10,HK,20,1,1
20191008,1822,4,-9.0,-4.70053070507961,10,HK,20,1,1
20191009,180,4,-9.0,2.56898192197907,1,HK,1,1,0
20191010,182,4,-9.5,-10.2941176470589,10,HK,10,1,0
20191011,1821,4,-9.0,-9.30232558139538,10,HK,20,1,1
20191012,1821,4,-9.0,-10.064935064935,2,HK,2,1,0
20191013,183,4,-10.0,-8.69565217391302,10,HK,10,1,0
20191014,183,4,-10.0,-11.685393258427,10,HK,10,1,0
20191015,183,4,-10.0,-13.3838383838383,8,HK,8,1,0
20191016,1821,4,-9.0,-8.26086956521744,10,HK,10,1,0
20191017,1821,4,-9.0,-9.53947368421049,10,HK,10,1,0
20191018,1821,4,-9.0,-8.87096774193547,10,HK,20,1,1
20191020,183,4,-10.0,-10.7142857142857,10,HK,10,1,0
20191021,183,4,-10.0,-11.2794612794613,4,HK,4,1,0
20191022,183,4,-10.0,-11.6141732283464,10,HK,10,1,0
20191023,180,4,-9.0,3.0952380952381,2,HK,2,1,0
20191024,180,4,-9.0,-8.90410958904106,8,HK,8,1,0
20191025,186,4,-10.0,-4.18326693227092,10,HK,10,1,0
20191026,182,4,-9.5,-5.01672240802676,10,HK,10,1,0
20191027,1821,4,-9.0,-5.12820512820513,10,HK,10,1,0
20191028,183,4,-10.0,-8.16326530612245,5,HK,5,1,0
20191029,182,4,-9.5,-7.40740740740741,10,HK,10,1,0
20191030,180,4,-9.0,-10.7142857142857,10,HK,10,1,0
20191031,181,4,-9.0,-4.88721804511278,1,HK,1,1,0
20191101,186,4,-10.0,-5.22648083623693,5,HK,5,1,0
20191102,183,4,-10.0,-6.61016949152542,2,HK,2,1,0
20191103,183,4,-10.0,-7.62081784386617,2,HK,2,1,0
20191104,182,4,-9.5,-7.71704180064309,10,HK,10,1,0
20191105,182,4,-9.5,-5.71428571428571,8,HK,8,1,0
20191106,182,4,-9.5,-11.5853658536585,10,HK,10,1,0
20191107,182,4,-9.5,-7.44920993227991,10,HK,10,1,0
20191108,182,4,-9.5,-7.44920993227991,10,HK,10,1,0
20191109,1821,4,-9.0,-10.3529984941093,20,HK,20,1,1
20191110,1822,4,-9.0,-10.2564102564102,5,HK,5,1,0
20191111,182,4,-9.5,-13.8888888888889,5,HK,5,1,0
20191112,183,4,-10.0,-9.0909090909091,4,HK,4,1,0
20191113,182,4,-9.5,-8.21428571428572,2,HK,2,1,0
20191114,181,4,-9.0,-5.52486187845304,10,HK,10,1,0
20191115,182,4,-9.5,-5.84192439862543,5,HK,5,1,0
20191116,182,4,-9.5,-7.64705882352941,10,HK,10,1,0
20191117,183,4,-10.0,-3.07941653160454,8,HK,8,1,0
20191118,183,4,-10.0,-11.6736990154712,5,HK,5,1,0
20191119,1821,4,-9.0,-5.60190703218117,10,HK,10,1,0
20191120,1822,4,-9.0,-6.75422138836773,10,HK,10,1,0
20191121,1822,4,-9.0,-6.91056910569106,2,HK,2,1,0
20191122,1822,4,-9.0,-5.40540903115022,12,HK,12,1,1
20191123,1822,4,-9.0,-6.07966457023061,8,HK,8,1,0
20191124,182,4,-9.5,-8.76068376068376,5,HK,5,1,0
20191125,181,4,-9.0,-6.74486803519061,10,HK,10,1,0
20191126,182,4,-9.5,-4.76190476190476,4,HK,4,1,0
20191127,183,4,-10.0,-3.79746835443038,5,HK,5,1,0
20191128,182,4,-9.5,-5.81717451523545,5,HK,5,1,0
20191129,183,4,-10.0,-9.47364030589896,20,HK,20,1,1
20191130,180,4,-9.0,-9.39226519337018,2,HK,2,1,0
20191201,182,4,-9.5,-4.99194847020934,10,HK,10,1,0
20191202,186,4,-10.0,-4.17536534446764,10,HK,10,1,0
20191203,180,4,-9.0,-4.36681222707423,10,HK,10,1,0
20191204,180,4,-9.0,-7.57575757575757,2,HK,2,1,0
20191205,1821,4,-9.0,-5.55555555555556,10,HK,10,1,0
20191206,183,4,-10.0,-10.638125738805,50,HK,50,1,1
20191207,180,4,-9.0,1.47058823529411,10,HK,10,1,0
20191208,181,4,-9.0,-0.31152647975077,3,HK,3,1,0
20191209,183,4,-10.0,-4.40366972477064,10,HK,10,1,0
20191210,183,4,-10.0,-6.03448275862069,5,HK,5,1,0
20191211,185,4,-8.0,-6.02759622367466,5,HK,5,1,0
20191215,1821,4,-9.0,-7.06319702602231,1,HK,1,1,0
20191216,1822,4,-9.0,-6.96594427244582,10,HK,10,1,0
20191217,180,4,-9.0,-4.60652591170826,1,HK,1,1,0
20191219,1822,4,-9.0,-2.00471698113207,8,HK,8,1,0
20191220,180,4,-9.0,-5.0192900131719,3,HK,3,1,0
20191221,180,4,-9.0,-4.87343269458244,1,HK,1,1,0
20191222,180,4,-9.0,-6.85714285714285,10,HK,10,1,0
20191223,182,4,-9.5,-4.34782608695652,2,HK,2,1,0
20191224,1822,4,-9.0,-5.58823529411765,10,HK,10,1,0
20191225,183,4,-10.0,-7.82608695652174,5,HK,5,1,0
20191226,1822,4,-9.0,-9.01639344262295,10,HK,10,1,0
20191227,182,4,-9.5,-10.7594936708861,10,HK,10,1,0
20191228,183,4,-10.0,-6.15779345734445,5,HK,5,1,0
20191229,183,4,-10.0,-6.84647302904564,6,HK,6,1,0
20191230,182,4,-9.5,-7.84753363228699,5,HK,5,1,0
20191231,186,4,-10.0,-2.31958762886598,2,HK,2,1,0
20200105,183,4,-10.0,-7.97546012269939,2,HK,2,1,0
20200106,180,4,-9.0,-3.94736842105263,10,HK,10,1,0
20200107,180,4,-9.0,-8.95522388059696,10,HK,10,1,0
20200109,180,4,-9.0,-6.66666666666666,10,HK,20,1,1
20200110,180,4,-9.0,-2.65486725663717,5,HK,5,1,0
20200111,180,4,-9.0,-11.9521912350597,10,HK,10,1,0
20200112,180,4,-9.0,-3.50877192982456,3,HK,3,1,0
20200113,180,4,-9.0,-5.26315789473684,1,HK,1,1,0
20200114,186,4,-10.0,-12.0689655172414,3,HK,3,1,0
20200115,180,4,-9.0,1.47058823529411,10,HK,10,1,0
20200116,183,4,-10.0,-14.1843971631206,5,HK,5,1,0
20200117,180,4,-9.0,-0.71556350626119,8,HK,8,1,0
20200118,1821,4,-9.0,-8.64197530864202,10,HK,10,1,0
20200119,1822,4,-9.0,-9.46745562130176,2,HK,2,1,0
20200120,182,4,-9.5,-9.61538461538464,10,HK,10,1,0
20200121,180,4,-9.0,-8.23244552058111,5,HK,5,1,0
20200122,186,4,-10.0,-0.74626865671642,10,HK,10,1,0
20200123,186,4,-10.0,-0.25706940874036,5,HK,5,1,0
20200124,182,4,-9.5,0.0,6,HK,6,1,0
20200125,180,4,-9.0,-4.52127659574468,10,HK,20,1,1
20200126,183,4,-10.0,-6.99088145896656,2,HK,2,1,0
20200127,183,4,-10.0,-1.85185185185185,8,HK,8,1,0
20200128,183,4,-10.0,-7.20338983050848,10,HK,10,1,0
20200129,183,4,-10.0,-8.41121495327103,5,HK,5,1,0
20200130,180,4,-9.0,-7.05289672544081,2,HK,2,1,0
20200205,182,4,-9.5,-5.04201680672269,10,HK,10,1,0
20200206,1822,4,-9.0,-6.51595744680851,10,HK,10,1,0
20200209,181,4,-9.0,-5.51111111111111,10,HK,10,1,0
20200210,180,4,-9.0,-11.9402985074627,10,HK,10,1,0
20200215,1822,4,-9.0,-0.1923076923077,2,HK,2,1,0
20200217,181,4,-9.0,-3.58422939068101,10,HK,20,1,1
20200218,181,4,-9.0,-3.50109409190372,10,HK,10,1,0
20200220,182,4,-9.5,-6.75105485232068,2,HK,2,1,0
20200224,180,4,-9.0,-2.63819095477387,10,HK,10,1,0
20200225,181,4,-9.0,-4.80769230769231,4,HK,4,1,0
20200226,182,4,-9.5,-0.94007050528789,2,HK,2,1,0
20200228,183,4,-10.0,-9.73236009732362,5,HK,5,1,0
20200301,183,4,-10.0,-9.15032679738562,5,HK,5,1,0
20200302,181,4,-9.0,-7.40740740740741,6,HK,6,1,0
20200303,181,4,-9.0,-7.38255033557047,2,HK,2,1,0
20200311,180,4,-9.0,-8.54700854700855,10,HK,10,1,0
20200312,1821,4,-9.0,-9.7560975609756,5,HK,5,1,0
20200313,186,4,-10.0,0.63091482649842,1,HK,1,1,0
20200316,180,4,-9.0,-5.48780487804878,10,HK,10,1,0
20200318,180,4,-9.0,-12.7490039840637,2,HK,2,1,0
20200322,180,4,-9.0,-11.1111111111111,3,HK,3,1,0
20200323,186,4,-10.0,0.0,10,HK,10,1,0
20200327,182,4,-9.5,-7.96019900497513,6,HK,6,1,0
20200403,1822,4,-9.0,-2.05761316872428,2,HK,2,1,0
20200406,180,4,-9.0,-10.266665978821,30,HK,30,1,1
20200407,180,4,-9.0,-2.29601518026565,22,HK,22,1,1
20200408,180,4,-9.0,-2.58064516129032,10,HK,10,1,0
20200410,180,4,-9.0,-2.58064516129032,10,HK,10,1,0
20200414,180,4,-9.0,-1.81818181818182,8,HK,8,1,0
20200415,180,4,-9.0,-1.13960113960114,16,HK,16,1,1
20200416,180,4,-9.0,-2.6706231454006,8,HK,8,1,0
20200417,180,4,-9.0,-11.7647058823529,10,HK,10,1,0
