SQLDATE,EventCode,QuadClass,GoldsteinScale,AvgTone,NumArticles,ActionGeo_CountryCode,NumMentions,Contains14sub,Contains14
20161003,180,4,-9.0,-7.45920745920746,10,HK,10,1,0
20161004,1821,4,-9.0,-4.80769230769231,10,HK,20,1,1
20161006,181,4,-9.0,-2.25140712945591,2,HK,2,1,0
20161007,182,4,-9.5,-5.83941605839416,10,HK,10,1,0
20161008,183,4,-10.0,-7.78443113772455,1,HK,1,1,0
20161011,182,4,-9.5,-3.82978723404256,8,HK,8,1,0
20161012,180,4,-9.0,-8.05687203791469,2,HK,2,1,0
20161018,186,4,-10.0,-2.36842105263158,10,HK,10,1,0
20161019,180,4,-9.0,-5.51181102362205,10,HK,10,1,0
20161020,181,4,-9.0,-1.36518771331058,5,HK,5,1,0
20161021,181,4,-9.0,-6.39147802929428,4,HK,4,1,0
20161023,1822,4,-9.0,-7.55395683453237,2,HK,2,1,0
20161024,1822,4,-9.0,-7.68903619172643,22,HK,22,1,1
20161025,1822,4,-9.0,-9.22330097087379,10,HK,10,1,0
20161026,181,4,-9.0,-6.437125748503,2,HK,2,1,0
20161027,1822,4,-9.0,-7.90378006872852,6,HK,6,1,0
20161029,1822,4,-9.0,-9.35960591133001,8,HK,8,1,0
20161031,1822,4,-9.0,-3.33333333333334,10,HK,10,1,0
20161101,1822,4,-9.0,-8.9430894308943,2,HK,2,1,0
20161102,1822,4,-9.0,-7.3482428115016,1,HK,1,1,0
20161103,180,4,-9.0,-8.25688073394496,10,HK,10,1,0
20161104,1822,4,-9.0,-11.0526315789474,1,HK,1,1,0
20161105,1822,4,-9.0,-3.05161698485356,20,HK,20,1,1
20161106,1823,4,-10.0,-10.4166666666667,5,HK,5,1,0
20161107,1822,4,-9.0,-7.83645655877342,2,HK,2,1,0
20161108,1822,4,-9.0,-8.47723704866562,8,HK,14,1,1
20161109,1823,4,-10.0,-6.63176265270506,2,HK,2,1,0
20161110,181,4,-9.0,-2.84810126582278,2,HK,2,1,0
20161111,1832,4,-10.0,-4.91419656786271,4,HK,4,1,0
20161112,183,4,-10.0,-3.59116022099448,6,HK,6,1,0
20161114,1821,4,-9.0,-9.75609756097565,10,HK,10,1,0
20161115,181,4,-9.0,-9.37499999999996,4,HK,4,1,0
20161116,180,4,-9.0,-7.89473684210526,10,HK,20,1,1
20161118,180,4,-9.0,0.98231827111984,2,HK,2,1,0
20161121,1823,4,-10.0,0.0,8,HK,8,1,0
20161122,180,4,-9.0,-2.12121212121212,10,HK,10,1,0
20161123,180,4,-9.0,-11.1111111111111,10,HK,15,1,1
20161124,1822,4,-9.0,-7.37100737100737,1,HK,1,1,0
20161130,180,4,-9.0,-1.31795716639209,2,HK,2,1,0
20161202,186,4,-10.0,-0.538213132400431,4,HK,4,1,0
20161205,1823,4,-10.0,-2.96127562642369,6,HK,6,1,0
20161206,1821,4,-9.0,0.66950699939136,3,HK,3,1,0
20161207,180,4,-9.0,-2.34614076844611,8,HK,8,1,0
20161208,180,4,-9.0,-5.50284629981025,10,HK,10,1,0
20161209,180,4,-9.0,-4.375,10,HK,10,1,0
20161210,182,4,-9.5,-5.34591194968553,5,HK,5,1,0
20161211,182,4,-9.5,-1.19047619047619,5,HK,5,1,0
20161212,180,4,-9.0,0.67567567567568,4,HK,4,1,0
20161213,186,4,-10.0,2.10772833723654,2,HK,2,1,0
20161217,186,4,-10.0,-2.24948875255624,8,HK,8,1,0
20161218,183,4,-10.0,-3.87301587301588,3,HK,3,1,0
20161220,182,4,-9.5,-5.64102564102564,10,HK,10,1,0
20161221,186,4,-10.0,0.99750623441397,8,HK,8,1,0
20161223,180,4,-9.0,-8.24742268041236,10,HK,10,1,0
20161224,182,4,-9.5,-15.3409090909091,10,HK,10,1,0
20161226,186,4,-10.0,-2.58426966292134,4,HK,4,1,0
20161227,181,4,-9.0,-4.14634146341464,8,HK,8,1,0
20161228,180,4,-9.0,-4.61847389558233,10,HK,10,1,0
20170101,180,4,-9.0,-5.61224489795918,4,HK,4,1,0
20170103,1821,4,-9.0,-6.53465346534654,4,HK,4,1,0
20170104,182,4,-9.5,-12.6696832579186,2,HK,2,1,0
20170106,1821,4,-9.0,-8.5626911314985,10,HK,10,1,0
20170107,180,4,-9.0,-3.19361277445109,10,HK,10,1,0
20170109,180,4,-9.0,-2.39520958083833,10,HK,10,1,0
20170110,181,4,-9.0,-5.44412607449857,2,HK,2,1,0
20170111,180,4,-9.0,-12.621359223301,10,HK,10,1,0
20170112,180,4,-9.0,-5.68965517241379,10,HK,10,1,0
20170113,182,4,-9.5,0.24469820554649,2,HK,2,1,0
20170114,180,4,-9.0,-5.06024096385542,10,HK,10,1,0
20170115,180,4,-9.0,-1.1340206185567,2,HK,2,1,0
20170116,181,4,-9.0,-5.78313253012049,8,HK,8,1,0
20170118,182,4,-9.5,-0.994547847339725,8,HK,8,1,0
20170119,182,4,-9.5,-2.58064516129033,10,HK,10,1,0
20170120,182,4,-9.5,-4.37956204379562,20,HK,20,1,1
20170122,180,4,-9.0,-3.53430353430354,1,HK,1,1,0
20170124,1822,4,-9.0,-4.32801822323463,6,HK,6,1,0
20170125,186,4,-10.0,2.44648318042813,2,HK,2,1,0
20170127,182,4,-9.5,-1.93548387096775,10,HK,10,1,0
20170128,181,4,-9.0,-4.98835474732037,2,HK,2,1,0
20170130,1821,4,-9.0,-6.34005763688761,4,HK,4,1,0
20170131,181,4,-9.0,-1.60421483430333,15,HK,15,1,1
20170201,181,4,-9.0,-4.45632798573975,3,HK,3,1,0
20170202,181,4,-9.0,-1.04477611940299,4,HK,4,1,0
20170203,181,4,-9.0,-4.31893687707642,4,HK,4,1,0
20170204,181,4,-9.0,-5.4368932038835,2,HK,2,1,0
20170205,1821,4,-9.0,-11.4285714285714,10,HK,10,1,0
20170206,181,4,-9.0,-0.3448275862069,2,HK,2,1,0
20170207,186,4,-10.0,-1.52284263959391,5,HK,5,1,0
20170208,180,4,-9.0,-1.82926829268293,10,HK,10,1,0
20170210,186,4,-10.0,1.06837606837607,1,HK,1,1,0
20170211,183,4,-10.0,-6.63507109004739,1,HK,1,1,0
20170212,183,4,-10.0,-6.85840707964602,2,HK,2,1,0
20170213,181,4,-9.0,-5.45454545454545,8,HK,8,1,0
20170214,181,4,-9.0,-2.61732851985559,1,HK,1,1,0
20170215,186,4,-10.0,-3.35195530726257,5,HK,5,1,0
20170216,181,4,-9.0,-6.45161290322581,2,HK,2,1,0
20170217,186,4,-10.0,-1.10192837465565,2,HK,2,1,0
20170218,1822,4,-9.0,-3.42205323193916,5,HK,5,1,0
20170220,180,4,-9.0,-2.55905511811024,10,HK,10,1,0
20170221,180,4,-9.0,-6.08695652173913,10,HK,10,1,0
20170222,180,4,-9.0,-10.126582278481,10,HK,10,1,0
20170223,180,4,-9.0,-4.1343669250646,3,HK,3,1,0
20170224,186,4,-10.0,-4.53149001536099,2,HK,2,1,0
20170225,186,4,-10.0,-4.65815176558978,1,HK,1,1,0
20170226,180,4,-9.0,-3.99002493765586,10,HK,10,1,0
20170227,181,4,-9.0,-0.303030303030301,5,HK,5,1,0
20170228,186,4,-10.0,-2.87846481876333,1,HK,1,1,0
20170301,186,4,-10.0,-9.75609756097564,10,HK,10,1,0
20170302,182,4,-9.5,-3.96825396825397,8,HK,8,1,0
20170303,180,4,-9.0,-9.47075208913652,10,HK,10,1,0
20170304,181,4,-9.0,-0.2710027100271,10,HK,10,1,0
20170305,181,4,-9.0,-4.08163265306123,2,HK,2,1,0
20170306,182,4,-9.5,-2.02429149797571,2,HK,2,1,0
20170307,180,4,-9.0,-13.0,5,HK,5,1,0
20170308,180,4,-9.0,-1.16279069767442,10,HK,10,1,0
20170310,180,4,-9.0,-5.8252427184466,20,HK,20,1,1
20170312,180,4,-9.0,-7.1599045346062,10,HK,14,1,1
20170313,182,4,-9.5,2.04081632653061,10,HK,10,1,0
20170320,180,4,-9.0,-1.21951219512195,10,HK,10,1,0
20170321,181,4,-9.0,-1.97177653199304,5,HK,5,1,0
20170322,183,4,-10.0,-7.9913606911447,2,HK,2,1,0
20170323,181,4,-9.0,-0.85714285714286,5,HK,5,1,0
20170325,182,4,-9.5,-3.46620450606586,8,HK,8,1,0
20170326,180,4,-9.0,-4.16666666666667,1,HK,2,1,0
20170327,181,4,-9.0,-1.98869175277832,5,HK,5,1,0
20170328,180,4,-9.0,-3.99002493765586,10,HK,10,1,0
20170329,182,4,-9.5,-4.98084291187739,10,HK,10,1,0
20170331,181,4,-9.0,-3.04878048780488,2,HK,2,1,0
20170401,180,4,-9.0,-10.126582278481,10,HK,10,1,0
20170404,180,4,-9.0,-5.23560209424083,2,HK,2,1,0
20170405,186,4,-10.0,-3.91566265060241,6,HK,6,1,0
20170406,182,4,-9.5,-9.33333333333333,10,HK,10,1,0
20170407,180,4,-9.0,-5.31496062992126,10,HK,10,1,0
20170408,180,4,-9.0,-6.48648648648649,10,HK,10,1,0
20170409,180,4,-9.0,-3.28358208955224,10,HK,10,1,0
20170410,180,4,-9.0,-14.8648648648648,10,HK,10,1,0
20170412,180,4,-9.0,1.08108108108108,10,HK,10,1,0
20170413,181,4,-9.0,-3.84615384615385,5,HK,5,1,0
20170414,180,4,-9.0,-12.2727272727273,10,HK,10,1,0
20170415,180,4,-9.0,0.9009009009009,10,HK,10,1,0
20170416,182,4,-9.5,-8.49056603773585,10,HK,10,1,0
20170417,180,4,-9.0,-9.47368421052632,5,HK,5,1,0
20170418,180,4,-9.0,-3.00300300300301,10,HK,10,1,0
20170421,180,4,-9.0,-2.34375,1,HK,1,1,0
20170422,181,4,-9.0,-9.95762711864411,5,HK,5,1,0
20170426,180,4,-9.0,-7.63636363636364,3,HK,3,1,0
20170429,180,4,-9.0,-6.9371727748691,10,HK,10,1,0
20170502,1823,4,-10.0,-4.0,5,HK,5,1,0
20170505,186,4,-10.0,1.86915887850467,6,HK,6,1,0
20170508,1821,4,-9.0,-11.1111111111111,10,HK,10,1,0
20170509,1822,4,-9.0,-6.20320855614973,3,HK,3,1,0
20170510,182,4,-9.5,3.43007915567283,2,HK,2,1,0
20170511,182,4,-9.5,-10.4529616724739,10,HK,10,1,0
20170512,1821,4,-9.0,-10.1538461538462,10,HK,20,1,1
20170513,182,4,-9.5,-3.92156862745098,10,HK,10,1,0
20170515,1822,4,-9.0,-1.15830115830116,10,HK,10,1,0
20170517,1822,4,-9.0,-3.42741935483871,1,HK,1,1,0
20170518,186,4,-10.0,4.57142857142857,5,HK,5,1,0
20170519,1822,4,-9.0,-3.77358490566037,1,HK,1,1,0
20170520,1821,4,-9.0,-12.1951219512195,4,HK,4,1,0
20170522,1823,4,-10.0,1.15492994157489,10,HK,10,1,0
20170523,186,4,-10.0,5.40880503144654,1,HK,1,1,0
20170525,181,4,-9.0,-2.88248337028824,5,HK,5,1,0
20170526,180,4,-9.0,-14.7368421052632,10,HK,10,1,0
20170529,182,4,-9.5,-10.6280193236715,5,HK,5,1,0
20170530,1822,4,-9.0,-0.23529411764706,4,HK,4,1,0
20170531,180,4,-9.0,-9.27021696252466,5,HK,5,1,0
20170601,180,4,-9.0,-12.7562642369021,3,HK,3,1,0
20170604,1832,4,-10.0,1.29032258064517,4,HK,4,1,0
20170608,180,4,-9.0,-3.53535353535353,10,HK,10,1,0
20170609,180,4,-9.0,-6.58263305322129,10,HK,10,1,0
20170618,182,4,-9.5,-5.625,10,HK,10,1,0
20170619,183,4,-10.0,-5.810147299509,1,HK,1,1,0
20170620,180,4,-9.0,-0.62893081761006,10,HK,10,1,0
20170621,186,4,-10.0,2.38568588469185,6,HK,6,1,0
20170622,181,4,-9.0,1.91846522781775,10,HK,10,1,0
20170623,180,4,-9.0,-0.35778175313059,3,HK,3,1,0
20170624,1831,4,-10.0,-4.24324791057728,28,HK,28,1,1
20170625,1822,4,-9.0,-4.71014492753623,10,HK,10,1,0
20170627,180,4,-9.0,-7.39130434782609,4,HK,4,1,0
20170628,181,4,-9.0,-5.58659217877095,8,HK,8,1,0
20170629,181,4,-9.0,-5.4176072234763,5,HK,5,1,0
20170630,182,4,-9.5,-1.26582278481013,6,HK,6,1,0
20170701,186,4,-10.0,2.24358974358974,10,HK,10,1,0
20170702,181,4,-9.0,-1.8796992481203,16,HK,16,1,1
20170703,180,4,-9.0,-5.50660792951542,10,HK,20,1,1
20170705,1821,4,-9.0,-8.91719745222932,10,HK,20,1,1
20170706,182,4,-9.5,-3.40909090909091,8,HK,8,1,0
20170710,182,4,-9.5,-6.15384615384615,2,HK,2,1,0
20170711,1822,4,-9.0,-7.56756756756757,1,HK,1,1,0
20170713,180,4,-9.0,2.2700119474313,10,HK,10,1,0
20170714,180,4,-9.0,-8.93246187363835,10,HK,20,1,1
20170715,182,4,-9.5,-5.92105263157894,8,HK,8,1,0
20170716,180,4,-9.0,-5.53505535055351,10,HK,10,1,0
20170717,182,4,-9.5,-5.19835841313269,8,HK,8,1,0
20170719,180,4,-9.0,-10.2803738317757,10,HK,10,1,0
20170720,180,4,-9.0,-6.72897196261682,5,HK,5,1,0
20170724,1821,4,-9.0,-3.85542168674699,12,HK,12,1,1
20170725,180,4,-9.0,-6.61764705882353,2,HK,2,1,0
20170727,181,4,-9.0,-5.91133004926109,10,HK,10,1,0
20170729,1822,4,-9.0,-4.40528634361234,5,HK,5,1,0
20170731,1821,4,-9.0,-9.00473933649289,5,HK,5,1,0
20170801,181,4,-9.0,-5.03778337531486,10,HK,10,1,0
20170803,180,4,-9.0,-4.33145009416196,1,HK,1,1,0
20170804,180,4,-9.0,-6.12244897959184,6,HK,6,1,0
20170808,180,4,-9.0,-7.32984293193717,10,HK,20,1,1
20170809,180,4,-9.0,-6.47482014388489,10,HK,10,1,0
20170811,181,4,-9.0,-9.2592592592593,10,HK,10,1,0
20170813,181,4,-9.0,-5.83832335329341,2,HK,2,1,0
20170814,1821,4,-9.0,-8.66666666666667,10,HK,10,1,0
20170815,182,4,-9.5,1.55038759689922,4,HK,4,1,0
20170816,1822,4,-9.0,-4.58015267175572,4,HK,4,1,0
20170817,1822,4,-9.0,-7.43034055727554,10,HK,10,1,0
20170818,182,4,-9.5,-8.29015544041451,2,HK,2,1,0
20170819,182,4,-9.5,-7.4074074074074,1,HK,1,1,0
20170820,180,4,-9.0,-2.9038112522686,3,HK,3,1,0
20170821,180,4,-9.0,-2.83975659229209,2,HK,2,1,0
20170822,1822,4,-9.0,-3.79746835443038,10,HK,10,1,0
20170824,182,4,-9.5,-4.71698113207547,4,HK,4,1,0
20170825,180,4,-9.0,-1.91082802547771,1,HK,1,1,0
20170827,180,4,-9.0,-1.90274841437632,1,HK,1,1,0
20170831,1821,4,-9.0,-5.73122529644268,2,HK,2,1,0
20170901,180,4,-9.0,-5.64705882352941,5,HK,5,1,0
20170902,180,4,-9.0,-4.77611940298508,6,HK,6,1,0
20170907,182,4,-9.5,-4.45969125214408,4,HK,4,1,0
20170911,181,4,-9.0,-1.87265917602996,10,HK,10,1,0
20170912,181,4,-9.0,0.0,4,HK,4,1,0
20170913,180,4,-9.0,-3.4,2,HK,2,1,0
20170914,181,4,-9.0,-8.14479638009047,10,HK,10,1,0
20170915,186,4,-10.0,-0.709219858156032,5,HK,5,1,0
20170917,180,4,-9.0,-5.36398467432951,10,HK,10,1,0
20170918,182,4,-9.5,-4.54545454545455,10,HK,10,1,0
20170919,180,4,-9.0,-6.03448275862069,5,HK,5,1,0
20170925,1831,4,-10.0,0.75757575757576,1,HK,1,1,0
20170926,180,4,-9.0,-3.38983050847458,5,HK,5,1,0
20170927,181,4,-9.0,1.2448132780083,2,HK,2,1,0
20170928,186,4,-10.0,1.04895104895105,5,HK,5,1,0
20170929,1831,4,-10.0,-6.5,1,HK,1,1,0
20170930,180,4,-9.0,-7.37240075614366,8,HK,8,1,0
20171002,182,4,-9.5,-3.10344827586207,5,HK,5,1,0
20171003,182,4,-9.5,-3.38983050847458,5,HK,5,1,0
20171004,1821,4,-9.0,-11.1111111111111,10,HK,10,1,0
20171005,180,4,-9.0,-5.91397849462365,8,HK,8,1,0
20171010,180,4,-9.0,-1.84254606365159,2,HK,2,1,0
20171011,181,4,-9.0,0.0,2,HK,2,1,0
20171012,180,4,-9.0,-8.6734693877551,10,HK,10,1,0
20171014,181,4,-9.0,-0.16,2,HK,2,1,0
20171016,181,4,-9.0,-0.15432098765432,2,HK,2,1,0
20171017,1823,4,-10.0,-12.2641509433962,5,HK,5,1,0
20171019,180,4,-9.0,-6.70731707317073,5,HK,5,1,0
20171022,180,4,-9.0,-4.32098765432099,10,HK,10,1,0
20171023,180,4,-9.0,-2.98507462686567,5,HK,5,1,0
20171024,181,4,-9.0,-3.83386581469649,2,HK,2,1,0
20171025,180,4,-9.0,-4.4776119402985,10,HK,10,1,0
20171026,181,4,-9.0,-2.94695481335953,3,HK,3,1,0
20171029,180,4,-9.0,-13.2530120481928,8,HK,8,1,0
20171030,181,4,-9.0,-0.25575447570333,6,HK,6,1,0
20171101,181,4,-9.0,-6.1437908496732,1,HK,1,1,0
20171103,181,4,-9.0,-1.71277997364954,7,HK,7,1,0
20171106,186,4,-10.0,0.232288037166089,1,HK,1,1,0
20171107,1822,4,-9.0,-7.48898678414099,4,HK,4,1,0
20171108,180,4,-9.0,-7.36543909348441,5,HK,5,1,0
20171109,181,4,-9.0,-3.6144578313253,5,HK,5,1,0
20171110,180,4,-9.0,-5.17647058823529,5,HK,5,1,0
20171113,180,4,-9.0,-7.70712909441233,5,HK,5,1,0
20171114,180,4,-9.0,1.43769968051118,2,HK,2,1,0
20171115,182,4,-9.5,-2.69607843137255,2,HK,2,1,0
20171121,186,4,-10.0,4.42260442260442,3,HK,3,1,0
20171122,1821,4,-9.0,-4.67532467532467,10,HK,10,1,0
20171123,1821,4,-9.0,-8.65384615384616,10,HK,10,1,0
20171124,186,4,-10.0,3.95314787701318,3,HK,3,1,0
20171125,180,4,-9.0,5.65552699228792,8,HK,8,1,0
20171126,180,4,-9.0,-5.37102473498233,10,HK,10,1,0
20171127,180,4,-9.0,-7.48663101604278,10,HK,10,1,0
20171128,186,4,-10.0,4.32900432900433,3,HK,3,1,0
20171130,1822,4,-9.0,-4.88549618320611,6,HK,6,1,0
20171203,181,4,-9.0,-3.1496062992126,2,HK,2,1,0
20171204,186,4,-10.0,1.8018018018018,10,HK,10,1,0
20171205,1821,4,-9.0,-6.640625,4,HK,4,1,0
20171206,180,4,-9.0,-2.6530612244898,1,HK,1,1,0
20171207,186,4,-10.0,-3.55029585798817,5,HK,5,1,0
20171210,180,4,-9.0,-1.00619195046439,8,HK,8,1,0
20171213,1821,4,-9.0,-4.36456996148909,10,HK,10,1,0
20171215,180,4,-9.0,-8.3870967741936,5,HK,5,1,0
20171218,180,4,-9.0,-9.45054945054945,10,HK,20,1,1
20171219,180,4,-9.0,-2.32067510548523,10,HK,10,1,0
20171220,1823,4,-10.0,-4.83870967741936,10,HK,10,1,0
20171221,180,4,-9.0,-9.1549295774648,5,HK,5,1,0
20171222,180,4,-9.0,-5.51097742587104,25,HK,25,1,1
20171223,1822,4,-9.0,-7.5471698113208,10,HK,10,1,0
20171224,180,4,-9.0,-2.77777777777778,3,HK,3,1,0
20171225,180,4,-9.0,-2.71317829457364,3,HK,3,1,0
20171226,1822,4,-9.0,-7.8799249530957,2,HK,2,1,0
20171227,180,4,-9.0,-2.83687943262411,3,HK,3,1,0
20171228,180,4,-9.0,-3.18225650916104,5,HK,5,1,0
20171229,1821,4,-9.0,0.53859964093358,10,HK,10,1,0
20171230,180,4,-9.0,-4.45682451253482,10,HK,10,1,0
20171231,1821,4,-9.0,-2.10631895687061,3,HK,3,1,0
20180103,180,4,-9.0,-13.2231404958678,10,HK,20,1,1
20180104,180,4,-9.0,-2.10016155088853,4,HK,4,1,0
20180105,181,4,-9.0,-8.8652482269504,10,HK,10,1,0
20180108,181,4,-9.0,-5.06108202443281,5,HK,5,1,0
20180113,186,4,-10.0,-4.63576158940397,6,HK,6,1,0
20180114,180,4,-9.0,-7.63358778625954,10,HK,10,1,0
20180117,180,4,-9.0,-6.14754098360656,10,HK,25,1,1
20180118,1821,4,-9.0,-5.31697341513293,10,HK,10,1,0
20180119,186,4,-10.0,-4.88372093023256,6,HK,6,1,0
20180120,181,4,-9.0,-4.34782608695652,8,HK,8,1,0
20180122,181,4,-9.0,0.59084194977844,2,HK,2,1,0
20180123,181,4,-9.0,-1.62932790224032,2,HK,2,1,0
20180126,181,4,-9.0,-1.61290322580645,6,HK,6,1,0
20180128,183,4,-10.0,-1.19402985074627,6,HK,6,1,0
20180129,183,4,-10.0,-3.4375,10,HK,10,1,0
20180130,181,4,-9.0,0.64724919093851,2,HK,2,1,0
20180131,186,4,-10.0,2.66990291262136,3,HK,3,1,0
20180201,183,4,-10.0,-4.05797101449275,2,HK,2,1,0
20180202,180,4,-9.0,-6.65564282761472,10,HK,10,1,0
20180209,181,4,-9.0,-10.2127659574469,5,HK,5,1,0
20180210,182,4,-9.5,-11.0,4,HK,4,1,0
20180211,1821,4,-9.0,-5.96330275229358,10,HK,10,1,0
20180212,180,4,-9.0,-6.19902120717781,10,HK,10,1,0
20180213,181,4,-9.0,-3.82513661202186,10,HK,10,1,0
20180215,1821,4,-9.0,-1.73310225303293,8,HK,8,1,0
20180216,180,4,-9.0,-2.97619047619047,10,HK,10,1,0
20180217,1823,4,-10.0,-3.29317269076305,8,HK,8,1,0
20180219,181,4,-9.0,-5.43259557344065,10,HK,10,1,0
20180220,182,4,-9.5,-6.23376623376623,10,HK,10,1,0
20180222,181,4,-9.0,-3.41753343239228,10,HK,10,1,0
20180223,183,4,-10.0,-5.45073375262054,10,HK,10,1,0
20180224,182,4,-9.5,-0.53475935828877,6,HK,6,1,0
20180225,1822,4,-9.0,-7.95287187039764,1,HK,1,1,0
20180227,186,4,-10.0,4.38908659549229,2,HK,2,1,0
20180228,180,4,-9.0,-8.0,10,HK,10,1,0
20180302,180,4,-9.0,-10.1149425287356,8,HK,8,1,0
20180303,180,4,-9.0,-7.11297071129708,1,HK,1,1,0
20180305,180,4,-9.0,-7.11297071129708,3,HK,3,1,0
20180306,180,4,-9.0,-14.1843971631206,10,HK,10,1,0
20180308,180,4,-9.0,-10.2083333333333,10,HK,10,1,0
20180309,1821,4,-9.0,-5.82750582750582,6,HK,6,1,0
20180310,180,4,-9.0,-4.51527224435591,10,HK,30,1,1
20180312,1821,4,-9.0,-7.27272727272727,2,HK,2,1,0
20180313,1822,4,-9.0,-9.87124463519308,10,HK,10,1,0
20180315,185,4,-8.0,-5.19262981574539,1,HK,1,1,0
20180316,183,4,-10.0,-7.5,1,HK,1,1,0
20180318,182,4,-9.5,1.76056338028169,2,HK,2,1,0
20180321,180,4,-9.0,2.6578073089701,7,HK,7,1,0
20180323,1821,4,-9.0,-3.46020761245675,2,HK,2,1,0
20180324,180,4,-9.0,-5.34223706176961,4,HK,4,1,0
20180326,180,4,-9.0,-7.64119601328904,10,HK,10,1,0
20180327,181,4,-9.0,4.40034512510786,7,HK,7,1,0
20180328,186,4,-10.0,-1.82815356489945,10,HK,10,1,0
20180329,180,4,-9.0,-4.23452768729641,5,HK,5,1,0
20180330,181,4,-9.0,-5.58482613277134,2,HK,2,1,0
20180331,180,4,-9.0,-4.06504065040651,8,HK,8,1,0
20180401,186,4,-10.0,-1.65745856353591,6,HK,6,1,0
20180402,181,4,-9.0,-3.67892976588629,10,HK,10,1,0
20180403,182,4,-9.5,-8.83838383838384,10,HK,10,1,0
20180410,181,4,-9.0,-4.55486542443064,5,HK,5,1,0
20180413,182,4,-9.5,-3.44827586206896,1,HK,1,1,0
20180414,1821,4,-9.0,-6.18374558303886,3,HK,3,1,0
20180415,181,4,-9.0,0.45662100456621,2,HK,2,1,0
20180416,180,4,-9.0,1.34228187919463,5,HK,5,1,0
20180417,181,4,-9.0,-3.54609929078014,1,HK,1,1,0
20180418,181,4,-9.0,-0.74328187535735,2,HK,2,1,0
20180422,181,4,-9.0,-5.5,5,HK,5,1,0
20180423,181,4,-9.0,-8.28402366863906,2,HK,2,1,0
20180427,180,4,-9.0,-7.35930735930736,10,HK,10,1,0
20180428,1822,4,-9.0,-3.83877159309021,3,HK,3,1,0
20180429,180,4,-9.0,-9.09090909090909,10,HK,10,1,0
20180501,180,4,-9.0,-9.35672514619883,10,HK,20,1,1
20180503,182,4,-9.5,-7.67263427109975,3,HK,3,1,0
20180504,182,4,-9.5,-5.23731587561374,1,HK,1,1,0
20180505,180,4,-9.0,-4.29268292682927,10,HK,20,1,1
20180506,180,4,-9.0,-0.19627085377822,7,HK,7,1,0
20180509,1821,4,-9.0,-3.91459074733096,20,HK,20,1,1
20180510,1822,4,-9.0,-0.13422818791946,2,HK,2,1,0
20180511,183,4,-10.0,-1.92307692307692,10,HK,10,1,0
20180512,180,4,-9.0,-3.95587675922404,10,HK,10,1,0
20180514,186,4,-10.0,2.4390243902439,10,HK,10,1,0
20180515,180,4,-9.0,-3.35664335664335,2,HK,2,1,0
20180516,182,4,-9.5,-4.36137071651091,10,HK,10,1,0
20180517,180,4,-9.0,-6.98757763975155,8,HK,8,1,0
20180518,182,4,-9.5,-5.11463844797178,1,HK,1,1,0
20180521,181,4,-9.0,-2.96735905044511,1,HK,1,1,0
20180523,181,4,-9.0,-7.52688172043011,2,HK,2,1,0
20180525,180,4,-9.0,-4.97737556561086,10,HK,10,1,0
20180527,181,4,-9.0,-2.30414746543778,2,HK,2,1,0
20180528,1821,4,-9.0,-8.84210526315788,10,HK,10,1,0
20180531,180,4,-9.0,0.64935064935065,2,HK,2,1,0
20180603,186,4,-10.0,1.08695652173913,1,HK,1,1,0
20180606,181,4,-9.0,-2.37849017580145,2,HK,2,1,0
20180607,1822,4,-9.0,-6.33147113594041,5,HK,5,1,0
20180608,182,4,-9.5,-4.45859872611465,8,HK,8,1,0
20180610,182,4,-9.5,-1.47058823529412,6,HK,6,1,0
20180611,180,4,-9.0,-13.2867132867133,10,HK,10,1,0
20180612,181,4,-9.0,-4.21686746987952,10,HK,10,1,0
20180614,1822,4,-9.0,-4.91803278688524,10,HK,10,1,0
20180618,180,4,-9.0,-9.92366412213739,10,HK,10,1,0
20180620,1822,4,-9.0,-8.62068965517245,4,HK,4,1,0
20180621,1823,4,-10.0,-7.87992495309568,10,HK,10,1,0
20180622,1822,4,-9.0,-4.6242774566474,1,HK,1,1,0
20180625,181,4,-9.0,-5.74018126888218,10,HK,10,1,0
20180626,182,4,-9.5,-0.48939641109298,10,HK,10,1,0
20180627,181,4,-9.0,0.79681274900398,5,HK,5,1,0
20180628,180,4,-9.0,-5.51378446115288,10,HK,10,1,0
20180629,180,4,-9.0,-5.12483574244415,8,HK,8,1,0
20180703,186,4,-10.0,-5.80357142857143,5,HK,5,1,0
20180704,1821,4,-9.0,-3.5,10,HK,10,1,0
20180705,180,4,-9.0,-6.98324022346369,10,HK,10,1,0
20180706,180,4,-9.0,-6.70731707317073,8,HK,8,1,0
20180707,180,4,-9.0,-5.8252427184466,8,HK,8,1,0
20180710,180,4,-9.0,-0.7847533632287,10,HK,10,1,0
20180712,186,4,-10.0,1.52091254752851,5,HK,5,1,0
20180713,180,4,-9.0,0.235849056603779,5,HK,5,1,0
20180714,180,4,-9.0,-6.91768826619965,10,HK,10,1,0
20180715,181,4,-9.0,0.0,10,HK,10,1,0
20180719,180,4,-9.0,-5.22388059701492,5,HK,5,1,0
20180720,186,4,-10.0,-4.67937608318891,2,HK,2,1,0
20180723,1821,4,-9.0,-1.4218009478673,2,HK,2,1,0
20180724,1821,4,-9.0,-9.1743119266055,10,HK,10,1,0
20180725,1821,4,-9.0,-7.78985507246377,6,HK,6,1,0
20180727,186,4,-10.0,0.961331901181525,20,HK,20,1,1
20180730,180,4,-9.0,-1.0498687664042,4,HK,4,1,0
